"Title","Authors","Average_Rating","Ratings_Count","Language_Code","Num_Pages","Publication_Date","Publisher","Categories","Text_Reviews_Count","Theme"
"Resistance  Rebellion and Death: Essays","Albert Camus/Justin O'Brien",4.2,2448,"en-US",288,1995,"Vintage","Fiction",104,"Fiction"
"Open House","Jill Mansell",3.9,2440,"en-US",448,2003,"Headline","Humorous fiction",65,"Fiction"
"The Rana Look","Sandra Brown",3.51,2437,"eng",256,2003,"Bantam","Fiction",96,"Fiction"
"Welcome to the Great Mysterious","Lorna Landvik",3.78,2432,"eng",368,2002,"Ballantine Books","Fiction",202,"Fiction"
"Heartsnatcher","Boris Vian/Stanley  Chapman/Raymond Queneau/John Sturrock",3.97,2430,"en-GB",245,2003,"Dalkey Archive Press","Fiction",77,"Fiction"
"Thriller: Stories To Keep You Up All Night","James Patterson/Ted Bell/Raelynn Hillhouse/Gregg Hurwitz/Alex Kava/J.A. Konrath/John Lescroart/David Liss/Eric Van Lustbader/Dennis Lynds/Gayle Lynds/Steve Berry/Chris Mooney/David Morrell/Katherine Neville/Michael Palmer/Douglas Preston/Christopher Reich/James Rollins/M.J. Rose/James Siegel/Grant Blackwood/Brad Thor/M. Diane Vogt/F. Paul Wilson/Lee Child/Lincoln Child/David Dun/Heather Graham/James Grippando/Denise Hamilton/David Liparulo/Christopher  Rice",3.5,2427,"eng",568,2006,"Mira Books","Fiction",208,"Fiction"
"Three Guineas","Virginia Woolf/Mark Hussey/Jane Marcus",3.87,2423,"eng",352,2006,"Mariner Books","Fiction",125,"Fiction"
"Firefly","Piers Anthony",3.25,2420,"eng",466,1992,"Avon Books","Fiction",128,"Fiction"
"Summer of the Dragon","Elizabeth Peters",3.92,2419,"eng",352,2001,"HarperCollins","Fiction",102,"Fiction"
"For the Relief of Unbearable Urges","Nathan Englander",3.93,2418,"eng",205,2000,"Vintage","Fiction",229,"Fiction"
"Sea of Thunder: Four Commanders and the Last Great Naval Campaign 1941-1945","Evan Thomas",4.11,2414,"eng",415,2006,"Simon & Schuster","History",131,"History & Historical Fiction"
"The Kingdom of God Is Within You","Leo Tolstoy/Constance Garnett",4.13,2403,"eng",352,2006,"Dover Publications","Religion",210,"Religious & Spiritual"
"The Legend of the Poinsettia","Tomie dePaola",4.19,2401,"eng",32,1997,"Puffin Books","Juvenile Fiction",115,"Young Adult and Children Fiction"
"Rat Race","Dick Francis",3.98,2400,"eng",304,2006,"G.P. Putnam's Sons","Fiction",93,"Fiction"
"Pride and Prejudice","Jane Austen",4.26,2399,"eng",333,2004,"Oxford University Press","Fiction",253,"Fiction"
"In Pharaoh's Army: Memories of the Lost War","Tobias Wolff/Luann Walther",4.08,2398,"eng",240,1995,"Vintage","Biography & Autobiography",175,"Biography & Autobiography"
"The Rediscovery of Man","Cordwainer Smith",4.14,2396,"eng",368,1999,"Gollancz","Science fiction, American",98,"Fantasy & Science Fiction"
"The Red Notebook: True Stories","Paul Auster",3.77,2390,"eng",104,2002,"New Directions","Fiction",120,"Fiction"
"In the Footsteps of Mr. Kurtz: Living on the Brink of Disaster in Mobutu's Congo","Michela Wrong",3.99,2387,"eng",338,2002,"Harper Perennial","History",115,"History & Historical Fiction"
"Cross Stitch (Outlander  #1)","Diana Gabaldon",4.23,2384,"eng",864,1994,"Arrow Books","Historical fiction",323,"History & Historical Fiction"
"The Tin Can Tree","Anne Tyler",3.6,2384,"eng",264,1996,"Ballantine Books","Fiction",91,"Fiction"
"Hidden Talents (Talents  #1)","David Lubar",3.94,2378,"eng",240,2007,"Starscape","Juvenile Fiction",271,"Young Adult and Children Fiction"
"Blue at the Mizzen (Aubrey & Maturin #20)","Patrick O'Brian",4.38,2375,"eng",262,2000,"W. W. Norton  Company","Fiction",95,"Fiction"
"Letters Home","Sylvia Plath",4.2,2373,"eng",502,1999,"Faber & Faber","Authors, American",63,"Biography & Autobiography"
"Scenes of Clerical Life","George Eliot/Thomas A. Noble",3.78,2369,"eng",310,2002,"Oxford University Press","Fiction",62,"Fiction"
"When the Heart Waits: Spiritual Direction for Life's Sacred Questions","Sue Monk Kidd",4.13,2366,"eng",240,2016,"HarperOne","Religion",231,"Religious & Spiritual"
"Sunny The Yellow Fairy (Rainbow Magic  #3)","Daisy Meadows/Georgie Ripper",3.82,2364,"en-US",67,2005,"Little Apple","Juvenile Fiction",67,"Young Adult and Children Fiction"
"Up in a Heaval (Xanth #26)","Piers Anthony",3.83,2364,"eng",342,2003,"Tor Fantasy","Fiction",25,"Fiction"
"Tree and Leaf: Includes Mythopoeia and The Homecoming of Beorhtnoth","J.R.R. Tolkien",4.05,2357,"eng",150,2001,"HarperCollins Publishers Ltd","Literary Collections",97,"Fiction"
"Fat Pig","Neil LaBute",3.56,2356,"en-US",112,2004,"Farrar  Straus and Giroux","Drama",103,"Arts & Culture"
"The Return of the Shadow: The History of The Lord of the Rings  Part One (The History of Middle-Earth  #6)","J.R.R. Tolkien/Christopher Tolkien",4.03,2343,"eng",512,2000,"Houghton Mifflin","Fiction",92,"Fiction"
"A Year in the Life of William Shakespeare: 1599","James Shapiro",4.09,2330,"eng",333,2006,"Harper Perennial","Biography & Autobiography",252,"Biography & Autobiography"
"Naughty Little Secret","Shayla Black/Shelley Bradley",3.73,2323,"eng",212,2006,"Samhain Publishing","Fiction",161,"Fiction"
"Thomas Jefferson: Author of America","Christopher Hitchens",3.91,2319,"eng",188,2005,"Atlas Books/HarperCollins Publishers","Biography & Autobiography",221,"Biography & Autobiography"
"Three Men in a Boat and Three Men on the Bummel","Jerome K. Jerome/Jeremy Lewis",4.08,2318,"en-US",400,1999,"Penguin Classics","Fiction",182,"Fiction"
"The Complete Works: The Revised Oxford Translation  Vol. 1","Aristotle/Jonathan Barnes",4.43,2318,"eng",1757,1984,"Bollingen/Princeton University Press (NJ)","Philosophy",17,"Social Sciences & Philosophy"
"His Master's Voice","Stanisław Lem/Michael Kandel",4.11,2317,"eng",199,1999,"Northwestern University Press","Fiction",161,"Fiction"
"On Becoming a Novelist","John Gardner/Raymond Carver",4.11,2316,"eng",150,1999,"W. W. Norton & Company","Language Arts & Disciplines",204,"Education, Business & Economics"
"Yesterday  I Cried","Iyanla Vanzant",4.23,2311,"en-US",304,2000,"Atria Books","Self-Help",151,"Health, Personal Development & Relationships"
"Invisible","Pete Hautman",3.84,2311,"eng",160,2006,"Simon Pulse","Juvenile Fiction",347,"Young Adult and Children Fiction"
"The Castle in the Forest","Norman Mailer",3.14,2307,"en-US",477,2007,"Random House (NY)","Fiction",351,"Fiction"
"Naked Came the Manatee","Carl Hiaasen/Elmore Leonard/Dave Barry/James W. Hall/Edna Buchanan/Les Standiford/Paul Levine/Brian Antoni/Tananarive Due/John Dufresne/Vicki Hendricks/Carolina Hospital/Evelyn Mayerson",3.48,2303,"eng",208,1998,"Ballantine Books","Fiction",161,"Fiction"
"De Profundis and Other Writings","Oscar Wilde/Hesketh Pearson",4.21,2298,"eng",252,1976,"Penguin Books","Fiction",91,"Fiction"
"Choke","Stuart Woods",3.84,2288,"eng",352,1996,"HarperTorch","Fiction",96,"Fiction"
"Wittgenstein's Poker: The Story of a Ten-Minute Argument Between Two Great Philosophers","David Edmonds/John Eidinow",3.76,2284,"eng",368,2002,"Ecco","Philosophy",169,"Social Sciences & Philosophy"
"Fiasco","Stanisław Lem/Michael Kandel",4.12,2281,"eng",322,1988,"Mariner Books","Fiction",166,"Fiction"
"Jane Austen: A Life","Carol Shields",3.85,2279,"eng",192,2005,"Penguin Books","Biography & Autobiography",173,"Biography & Autobiography"
"Jane Austen's Letters","Jane Austen/Deirdre Le Faye",4.16,2278,"eng",672,1997,"Oxford University Press  USA","Fiction",69,"Fiction"
"With Friends Like These...","Alan Dean Foster",3.94,2277,"eng",236,1977,"Del Rey","Fiction",28,"Fiction"
"The Little Red Lighthouse and the Great Gray Bridge","Hildegarde Hoyt Swift/Lynd Ward",4.26,2276,"eng",64,2003,"Houghton Mifflin Company","Juvenile Fiction",101,"Young Adult and Children Fiction"
"The Roald Dahl Omnibus: Perfect Bedtime Stories for Sleepless Nights","Roald Dahl",4.35,2276,"eng",681,1993,"Barnes & Noble","England",170,"Travel & Places"
"Tiger Prince","Erin St. Claire/Sandra Brown",3.78,2275,"eng",304,1999,"MIRA","Fiction",75,"Fiction"
"Pet Peeve (Xanth #29)","Piers Anthony",3.86,2273,"en-US",384,2006,"Tor Books","Fiction",35,"Fiction"
"Liars and Saints","Maile Meloy",3.6,2270,"eng",272,2004,"Scribner","Fiction",306,"Fiction"
"Sky The Blue Fairy (Rainbow Magic  #5)","Daisy Meadows/Georgie Ripper",3.83,2267,"en-US",80,2005,"Scholastic Paperbacks","Juvenile Fiction",82,"Young Adult and Children Fiction"
"Gideon's Trumpet: How One Man  a Poor Prisoner  Took His Case to the Supreme Court-And Changed the Law of the United States","Anthony  Lewis",3.91,2264,"eng",288,1989,"Vintage","History",185,"History & Historical Fiction"
"Heather The Violet Fairy (Rainbow Magic  #7)","Daisy Meadows/Georgie Ripper",3.86,2263,"en-US",80,2006,"Scholastic Paperbacks","Juvenile Fiction",82,"Young Adult and Children Fiction"
"Enslaved by Ducks","Bob Tarte",3.44,2263,"eng",308,2004,"Algonquin Books","Biography & Autobiography",448,"Biography & Autobiography"
"Clear Light of Day","Anita Desai",3.68,2262,"eng",183,2000,"Mariner Books","Fiction",144,"Fiction"
"Julie and Julia: My Year of Cooking Dangerously","Julie Powell",3.7,2261,"en-US",307,2006,"Back Bay Books","Biography & Autobiography",537,"Biography & Autobiography"
"Christopher and His Kind","Christopher Isherwood",4.11,2261,"eng",352,2001,"Univ Of Minnesota Press","Biography & Autobiography",88,"Biography & Autobiography"
"Isolde  Queen of the Western Isle (Tristan and Isolde  #1)","Rosalind Miles",3.64,2260,"eng",360,2003,"Broadway Books","Fiction",151,"Fiction"
"Happiness","Will Ferguson",3.79,2256,"eng",320,2003,"HarperPerennial","Fiction",182,"Fiction"
"A Birthday for Frances","Russell Hoban/Lillian Hoban",4.24,2256,"eng",32,2002,"Harper Collins","Badgers",71,"Technology, Science & Animals"
"Power of Silence","Carlos Castañeda",4.22,2253,"eng",288,1991,"Washington Square Press","Fiction",53,"Fiction"
"In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road","Allan C. Weisbecker",3.89,2246,"eng",352,2002,"TarcherPerigee","Biography & Autobiography",166,"Biography & Autobiography"
"Falling Angel","William Hjortsberg/Ridley Scott/James Crumley",3.92,2243,"eng",302,2006,"Millipede Press","Fiction",220,"Fiction"
"Mystery Walk","Robert R. McCammon",3.89,2242,"eng",432,1992,"Pocket Books","Fiction",96,"Fiction"
"Devil May Care","Elizabeth Peters",3.87,2233,"eng",352,2001,"Avon","Fiction",109,"Fiction"
"Patience  Princess Catherine (Young Royals  #4)","Carolyn Meyer",3.79,2227,"en-US",208,2009,"HMH Books for Young Readers","Juvenile Fiction",119,"Young Adult and Children Fiction"
"In the Beginning","Chaim Potok",4.08,2222,"eng",416,1997,"Ballantine Books","Fiction",120,"Fiction"
"Power  Sex  Suicide: Mitochondria and the Meaning of Life","Nick Lane",4.24,2221,"eng",354,2006,"Oxford University Press  USA","Science",151,"Technology, Science & Animals"
"Tell Me No Lies","Elizabeth Lowell",3.99,2221,"en-US",576,2006,"HQN","Fiction",65,"Fiction"
"The Book of Embraces","Eduardo Galeano/Cedric Belfrage/Mark Schafer",4.3,2221,"eng",288,1992,"W.W. Norton & Company","Fiction",165,"Fiction"
"The Dragon's Eye (Dragonology Chronicles  #1)","Dugald A. Steer/Douglas Carrel",3.82,2221,"eng",221,2006,"Candlewick Press","Juvenile Fiction",113,"Young Adult and Children Fiction"
"The Courtesan (The Dark Queen Saga  #2)","Susan Carroll",3.9,2218,"eng",560,2005,"Ballantine Books","Fiction",104,"Fiction"
"Slay Ride","Dick Francis",3.82,2215,"en-US",288,2004,"G.P. Putnam's Sons","Fiction",60,"Fiction"
"The Secret Dreamworld of a Shopaholic (Shopaholic  #1)","Sophie Kinsella",3.64,2214,"eng",320,2000,"Transworld Publishers","Finance, Personal",249,"Education, Business & Economics"
"Only Mine (Only Series  #2)","Elizabeth Lowell",3.92,2209,"en-US",400,2003,"Avon","Fiction",79,"Fiction"
"The Kid Stays in the Picture","Robert  Evans",3.92,2209,"eng",462,2004,"Faber & Faber","Motion picture actors and actresses",176,"Biography & Autobiography"
"The Mystery Method: How to Get Beautiful Women Into Bed","Mystery/Neil Strauss",3.7,2208,"en-US",240,2007,"St. Martin's Press","Family & Relationships",116,"Health, Personal Development & Relationships"
"Teach Your Child to Read in 100 Easy Lessons","Siegfried Engelmann/Phyllis Haddox/Elaine Bruner",4.17,2207,"en-US",395,1986,"Touchstone","Education",271,"Education, Business & Economics"
"The New Annotated Sherlock Holmes: The Novels","Arthur Conan Doyle/Leslie S. Klinger",4.53,2203,"eng",907,2005,"W. W. Norton & Company","Detective and mystery stories, English",32,"Mystery & Detective"
"The Wish Giver: Three Tales of Coven Tree","Bill Brittain/Andrew Glass",3.83,2201,"eng",192,2019,"HarperCollins","Juvenile Fiction",218,"Young Adult and Children Fiction"
"Your Oasis on Flame Lake","Lorna Landvik",3.59,2194,"eng",320,1998,"Ballantine Books","Fiction",129,"Fiction"
"Success","Martin Amis",3.66,2191,"eng",224,1991,"Vintage","Fiction",101,"Fiction"
"Frankenstein","Mary Wollstonecraft Shelley/J. Paul Hunter",3.79,2188,"en-US",336,1995,"W. W. Norton & Company","Fiction",171,"Fiction"
"1919 (U.S.A.  #2)","John Dos Passos/E.L. Doctorow",4,2185,"en-US",400,2000,"Mariner Books","Fiction",137,"Fiction"
"The Complete Adventures and Memoirs of Sherlock Holmes","Arthur Conan Doyle",4.33,2184,"eng",334,2001,"Gramercy Books","Fiction",87,"Fiction"
"The New Centurions","Joseph Wambaugh",3.94,2180,"eng",368,1987,"Dell","Fiction",66,"Fiction"
"Werewolves Don't Go to Summer Camp (The Adventures of the Bailey School Kids  #2)","Debbie Dadey/Marcia Thornton Jones/John Steven Gurney",3.82,2175,"eng",96,1991,"Scholastic Paperbacks","Juvenile Fiction",76,"Young Adult and Children Fiction"
"The Basic Works of Aristotle","Aristotle/Richard Peter McKeon/C.D.C. Reeve",4.24,2174,"eng",1487,2009,"Modern Library/Random House (NY)","Philosophy",51,"Social Sciences & Philosophy"
"The Bears on Hemlock Mountain","Alice Dalgliesh/Helen Sewell",3.79,2164,"eng",58,1992,"Aladdin","Juvenile Fiction",147,"Young Adult and Children Fiction"
"Bad Boys In Black Tie (Watson Brothers  #3)","Lori Foster/Erin McCarthy/Morgan Leigh",3.73,2164,"eng",278,2004,"Brava","Fiction",70,"Fiction"
"Sixty Million Frenchmen Can't Be Wrong","Jean-Benoît Nadeau/Julie Barlow",3.74,2164,"eng",351,2003,"Sourcebooks","Social Science",212,"Social Sciences & Philosophy"
"The Untouchable","John Banville",3.95,2163,"eng",367,1998,"Vintage","Fiction",216,"Fiction"
"Tell Me How Long the Train's Been Gone","James Baldwin",4.26,2162,"eng",496,1998,"Vintage","Fiction",144,"Fiction"
"Gulliver's Travels / A Modest Proposal","Jonathan Swift/Jesse Gale",3.79,2161,"eng",416,2005,"Simon  Schuster","Fiction",50,"Fiction"
"Hawkes Harbor","S.E. Hinton",3.13,2157,"en-US",289,2005,"Tor Books","Fiction",288,"Fiction"
"Dublin 4","Maeve Binchy",3.64,2155,"en-US",256,2006,"Arrow","Domestic fiction",59,"Fiction"
"Wuthering Heights","Emily Brontë",3.85,2155,"eng",279,2007,"Penguin Books","Fiction",182,"Fiction"
"Galatea 2.2","Richard Powers",3.72,2155,"eng",329,2004,"Picador","Fiction",191,"Fiction"
"Two Alone","Erin St. Claire/Sandra Brown",3.7,2155,"eng",282,2007,"Mira Books","Fiction",142,"Fiction"
"Iberia","James A. Michener/Robert Vavra",3.71,2153,"eng",960,1984,"Fawcett Crest Books","Literary Criticism",152,"Fiction"
"Home of the Gentry","Ivan Turgenev/Richard Freeborn",3.92,2152,"eng",298,2007,"Penguin Classics","Fiction",70,"Fiction"
"How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling","James N. Frey",3.86,2152,"eng",192,1987,"St. Martin's Press","Language Arts & Disciplines",155,"Education, Business & Economics"
"Lovelock (Mayflower Trilogy  #1)","Orson Scott Card/Kathryn H. Kidd",3.47,2150,"en-US",288,2001,"St. Martins Press-3PL","Fiction",85,"Fiction"
"The All-True Travels and Adventures of Lidie Newton","Jane Smiley",3.57,2149,"eng",452,1998,"Ballantine Books","Fiction",256,"Fiction"
"The Mating Mind: How Sexual Choice Shaped the Evolution of Human Nature","Geoffrey Miller",4.1,2144,"eng",528,2001,"Anchor Books","Psychology",89,"Social Sciences & Philosophy"
"Roald Dahl Treasury","Roald Dahl",4.43,2143,"eng",448,2003,"Viking Juvenile","Juvenile Fiction",65,"Young Adult and Children Fiction"
"Christmas in the Big Woods","Laura Ingalls Wilder/Renée Graef",4.2,2142,"eng",32,1997,"HarperCollins","Juvenile Fiction",72,"Young Adult and Children Fiction"
"Last of the Amazons","Steven Pressfield",3.76,2138,"eng",400,2003,"Bantam","Fiction",125,"Fiction"
"The Art of the Personal Essay: An Anthology from the Classical Era to the Present","Phillip Lopate",4.19,2136,"eng",777,1997,"Anchor","Literary Collections",108,"Fiction"
"The Burglar Who Thought He Was Bogart (Bernie Rhodenbarr  #7)","Lawrence Block",3.89,2134,"en-US",400,2006,"HarperTorch","Fiction",99,"Fiction"
"The Forbidden (Vampire Huntress  #5)","L.A. Banks",4.27,2133,"eng",490,2006,"St. Martin's Paperbacks","Fiction",42,"Fiction"
"The Valentine Legacy (Legacy #3)","Catherine Coulter",3.88,2133,"eng",406,1996,"Berkley Books","Fiction",42,"Fiction"
"Wicked Sacrifice (Bound Hearts  #4-5)","Lora Leigh",4.21,2128,"eng",290,2006,"Elloras Cave","Fiction",27,"Fiction"
"For Her Own Good: Two Centuries of the Experts' Advice to Women","Barbara Ehrenreich/Deirdre English",3.97,2126,"en-US",410,2005,"Anchor","History",123,"History & Historical Fiction"
"Legacy of Blood (Diablo  #1)","Richard A. Knaak",3.77,2120,"eng",355,2001,"Pocket Books","Fiction",68,"Fiction"
"Earthly Powers","Anthony Burgess",4.16,2116,"eng",649,2004,"Vintage Classics","Fiction",157,"Fiction"
"The Wife (Kristin Lavransdatter  #2)","Sigrid Undset/Tiina Nunnally/Sherrill Harbison",4.15,2116,"eng",402,1999,"Penguin Classics","Fiction",164,"Fiction"
"Interstellar Pig (Interstellar Pig #1)","William Sleator",3.88,2115,"eng",200,2001,"Hodder Children's Books","Human-alien encounters",197,"Other"
"A Theory of Fun for Game Design","Raph Koster/Will Wright",3.94,2113,"en-CA",256,2004,"Paraglyph Press","Computers",181,"Technology, Science & Animals"
"Hollywood Station (Hollywood Station  #1)","Joseph Wambaugh",3.73,2104,"en-US",340,2007,"Little Brown and Company","Fiction",220,"Fiction"
"The Anatomy of Human Destructiveness","Erich Fromm",4.21,2102,"eng",576,1992,"Holt Paperbacks","Psychology",38,"Social Sciences & Philosophy"
"East Is East","T. Coraghessan Boyle",3.64,2098,"eng",384,1991,"Penguin Books","Fiction",113,"Fiction"
"The Chase (Deed  #3)","Lynsay Sands",4.06,2098,"eng",374,2004,"Leisure Books","Fiction",68,"Fiction"
"Seventy-Seven Clocks (Bryant & May #3)","Christopher Fowler",3.89,2095,"eng",496,2005,"Bantam Books","Fiction",188,"Fiction"
"A Tear and a Smile","Kahlil Gibran/جبران خليل جبران/H.M. Nahmad/Robert Hillyer",4.03,2094,"eng",228,1950,"Alfred A.Knopf","Philosophy",104,"Social Sciences & Philosophy"
"The Big Money (U.S.A.  #3)","John Dos Passos/E.L. Doctorow",4.03,2090,"en-US",464,2000,"Mariner Books","Fiction",123,"Fiction"
"Diaries  1910-1923","Franz Kafka/Max Brod/Joseph Kresh/Martin Greenberg",4.23,2090,"eng",521,2009,"Schocken","Biography & Autobiography",90,"Biography & Autobiography"
"Early Greek Philosophy","Jonathan Barnes",4.09,2088,"eng",336,2002,"Penguin Books","Philosophy",44,"Social Sciences & Philosophy"
"Bryson's Dictionary of Troublesome Words: A Writer's Guide to Getting It Right","Bill Bryson",3.87,2088,"eng",256,2004,"Broadway Books","Language Arts & Disciplines",131,"Education, Business & Economics"
"Pygmalion","George Bernard Shaw/Dan H. Laurence/Nicholas Grene",3.9,2085,"eng",122,2003,"Penguin Books","Literary Criticism",179,"Fiction"
"Amelia Bedelia Goes Camping","Peggy Parish/Lynn Sweat",4.13,2082,"eng",64,2003,"Greenwillow Books","Juvenile Fiction",76,"Young Adult and Children Fiction"
"Doyle Brunson's Super System","Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin",3.94,2080,"eng",605,2002,"Cardoza","Games & Activities",73,"Other"
"Oliver Twist","Charles Dickens",3.86,2077,"eng",368,2002,"Dover Publications","Fiction",83,"Fiction"
"Revenge of the Lawn / The Abortion / So the Wind Won't Blow it All Away","Richard Brautigan",4.29,2076,"eng",544,1995,"Mariner Books","Fiction",95,"Fiction"
"The Magical Worlds of Lord of the Rings: The Amazing Myths  Legends and Facts Behind the Masterpiece","David Colbert",4.08,2073,"eng",208,2002,"Berkley Trade","Fiction",50,"Fiction"
"Dear Sister (Sweet Valley High  #7)","Francine Pascal/Kate William",3.53,2071,"eng",160,1984,"Bantam Books","Juvenile Fiction",81,"Young Adult and Children Fiction"
"The Grace Awakening: Believing in Grace Is One Thing. Living it Is Another","Charles R. Swindoll",4.33,2068,"eng",306,2006,"Thomas Nelson","Religion",63,"Religious & Spiritual"
"Understanding The Lord of the Rings: The Best of Tolkien Criticism","Rose A. Zimbardo/Neil D. Isaacs",4.02,2067,"eng",304,2005,"Mariner Books","Literary Criticism",17,"Fiction"
"Clive Cussler and Dirk Pitt Revealed","Clive Cussler/Craig Dirgo",3.88,2066,"eng",544,1998,"Pocket Books","Fiction",35,"Fiction"
"Little Pilgrim's Progress: From John Bunyan's Classic","Helen L. Taylor",4.26,2065,"eng",336,2006,"Moody Publishers","Juvenile Fiction",136,"Young Adult and Children Fiction"
"Orient Express","Graham Greene/Christopher Hitchens",3.46,2064,"eng",197,2004,"Penguin Classics","Fiction",220,"Fiction"
"Common Ground: A Turbulent Decade in the Lives of Three American Families","J. Anthony Lukas",4.28,2061,"eng",688,1986,"Vintage","Education",194,"Education, Business & Economics"
"The Story of Mr Sommer","Patrick Süskind/Jean-Jacques Sempé",3.84,2061,"eng",128,2003,"Not Avail","Fiction",104,"Fiction"
"The Ravishing of Lol Stein","Marguerite Duras/Richard Seever",3.66,2057,"en-US",181,1986,"Pantheon","Fiction",128,"Fiction"
"After Many a Summer Dies the Swan","Aldous Huxley",3.75,2056,"en-US",368,1993,"Ivan R. Dee Publisher","Fiction",149,"Fiction"
"The Dharma Bums","Jack Kerouac/Ann  Douglas",3.92,2055,"eng",187,2007,"Penguin Classics","Fiction",172,"Fiction"
"Field of Thirteen","Dick Francis",3.73,2053,"eng",304,2004,"G.P. Putnam's Sons","Fiction",85,"Fiction"
"Public Enemies (On The Run  #5)","Gordon Korman",4.19,2050,"eng",150,2005,"Scholastic","Juvenile Fiction",76,"Young Adult and Children Fiction"
"Well of Darkness (Sovereign Stone  #1)","Margaret Weis/Tracy Hickman",3.67,2049,"eng",562,2001,"HarperTorch","Fiction",49,"Fiction"
"1968: The Year That Rocked the World","Mark Kurlansky",3.78,2046,"eng",480,2005,"Random House Trade Paperbacks","History",248,"History & Historical Fiction"
"Enchantress from the Stars","Sylvia Engdahl/Lois Lowry",3.95,2045,"eng",304,2003,"Firebird","Juvenile Fiction",230,"Young Adult and Children Fiction"
"Beautiful Evidence","Edward R. Tufte",4.15,2045,"eng",213,2006,"Graphics Press LLC","Computers",130,"Technology, Science & Animals"
"Glittering Images (Starbridge  #1)","Susan Howatch",4.07,2043,"eng",512,1996,"Fontana","English fiction",209,"Fiction"
"Inky The Indigo Fairy (Rainbow Magic  #6)","Daisy Meadows/Georgie Ripper",3.79,2042,"en-US",80,2006,"Scholastic Paperbacks","Juvenile Fiction",59,"Young Adult and Children Fiction"
"The Stowaway Solution (On The Run  #4)","Gordon Korman",4.11,2041,"eng",160,2005,"Scholastic","Juvenile Fiction",82,"Young Adult and Children Fiction"
"The Slave","Isaac Bashevis Singer/Cecil Hemley",4.18,2040,"eng",320,1988,"Farrar  Straus and Giroux","Fiction",150,"Fiction"
"The Simpsons and Philosophy: The D'oh! of Homer","William Irwin/Aeon J. Skoble/Mark T. Conard",3.47,2039,"eng",256,2001,"Open Court","Performing Arts",135,"Arts & Culture"
"The Facts in the Case of the Departure of Miss Finch","Neil Gaiman/Michael Zulli",3.54,2038,"eng",51,2008,"Dark Horse Books","Comics & Graphic Novels",198,"Other"
"The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear  the Real Forensics Behind the Great Detective's Greatest Cases","E.J. Wagner",4.22,2037,"eng",244,2006,"Wiley","Law",71,"Education, Business & Economics"
"Underworld (Underworld  #1)","Greg Cox/Danny McBride/Len Wiseman/Kevin Grevioux",4.09,2031,"eng",384,2003,"Pocket Star Books","Fiction",79,"Fiction"
"The Blue and Brown Books","Ludwig Wittgenstein/Rush Rhees",4.14,2027,"en-US",208,1965,"Harper & Row (NYC et al.)","Philosophy",38,"Social Sciences & Philosophy"
"The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch  #4-6)","Michael Connelly",4.49,2026,"eng",821,2003,"Little  Brown and Company","Fiction",27,"Fiction"
"The Harry Bosch Novels  Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3)","Michael Connelly",4.34,2023,"eng",794,2001,"Little  Brown & Company","Fiction",83,"Fiction"
"Travels in Hyperreality","Umberto Eco/John Radziewicz/William Weaver",3.89,2021,"eng",324,1990,"Mariner Books","Literary Collections",78,"Fiction"
"The Professor of Desire","Philip Roth/Νίκος Παναγιωτόπουλος",3.66,2016,"eng",272,1995,"Vintage","",113,"Other"
"Sailor Song","Ken Kesey",3.58,2015,"eng",533,1993,"Penguin Books","Fiction",105,"Fiction"
"The Innkeeper's Song","Peter S. Beagle",3.89,2015,"eng",346,1993,"Roc","Fiction",136,"Fiction"
"The Greenlanders","Jane Smiley",3.9,2013,"eng",608,2005,"Anchor","Fiction",311,"Fiction"
"Shamanism: Archaic Techniques of Ecstasy","Mircea Eliade/Wendy Doniger/Willard R. Trask",4.22,2007,"eng",610,2004,"Princeton University Press","Body, Mind & Spirit",52,"Health, Personal Development & Relationships"
"Harpo Speaks!","Harpo Marx/Rowland Barber",4.41,2006,"eng",482,2004,"Limelight Editions","Biography & Autobiography",239,"Biography & Autobiography"
"The Sea Hunters (The Sea Hunters #1)","Clive Cussler/Craig Dirgo",3.82,2004,"en-US",432,2003,"Pocket Star","Fiction",58,"Fiction"
"Happy Hour at Casa Dracula (Casa Dracula  #1)","Marta Acosta",3.59,2000,"en-US",314,2006,"Pocket Books","Fiction",238,"Fiction"
"The Complete Plays","Aristophanes/Moses Hadas",4.21,1998,"eng",577,1984,"Bantam Classics","Drama",33,"Arts & Culture"
"The Girl Who Loved Tom Gordon","Stephen King",3.59,1997,"eng",264,2000,"Pocket Books","Fiction",184,"Fiction"
"Mythology: The DC Comics Art of Alex Ross","Alex Ross/Geoff Spear/Chip Kidd",4.33,1994,"eng",320,2005,"Pantheon","Art",37,"Arts & Culture"
"The Damned (Vampire Huntress  #6)","L.A. Banks",4.28,1993,"eng",492,2007,"St. Martin's Paperbacks","Fiction",38,"Fiction"
"The Dark Descent","David G. Hartwell/Clive Barker/Ray Bradbury/John Collier/Shirley Jackson/Stephen King/Joyce Carol Oates",4.25,1991,"eng",1011,1997,"Tor Books","Fiction",65,"Fiction"
